Title,Link,Published Date
"US Ambassador Garcetti: Shared Concerns among US, India, and World about Pakistan, Aim for Stability",https://idrw.org/us-ambassador-garcetti-shared-concerns-among-us-india-and-world-about-pakistan-aim-for-stability/,"May 18, 2023"
ideaForge launches its latest upgraded NETRA V4 PRO at XPONENTIAL 2023,https://idrw.org/ideaforge-launches-its-latest-upgraded-netra-v4-pro-at-xponential-2023/,"May 18, 2023"
“India Emerging As A Leading Power In The World”: US Envoy Eric Garcetti,https://idrw.org/india-emerging-as-a-leading-power-in-the-world-us-envoy-eric-garcetti/,"May 18, 2023"
"India, US review progress made in furthering defence industrial cooperation",https://idrw.org/india-us-review-progress-made-in-furthering-defence-industrial-cooperation/,"May 18, 2023"
China and Turkey might opt out of Kashmir G20 meet,https://idrw.org/china-and-turkey-might-opt-out-of-kashmir-g20-meet/,"May 18, 2023"
Punjab Sanctions 20 Crore For Installing CCTVs At Strategic Border Areas,https://idrw.org/punjab-sanctions-%e2%82%b9-20-crore-for-installing-cctvs-at-strategic-border-areas/,"May 18, 2023"
India EU agree to coordinate policies in strategic semiconductor sector,https://idrw.org/india-eu-agree-to-coordinate-policies-in-strategic-semiconductor-sector/,"May 18, 2023"
J-K: Kishtwar SIU raids houses of 5 terrorists operating from Pak,https://idrw.org/j-k-kishtwar-siu-raids-houses-of-5-terrorists-operating-from-pak/,"May 18, 2023"
ISRO Pursues 100-tonne LOx Methane Engine after Successful 20-tonne Technology Demonstrator,https://idrw.org/isro-pursues-100-tonne-lox-methane-engine-after-successful-20-tonne-technology-demonstrator/,"May 17, 2023"
Ukraine War comes as boon to Indian drone Startups,https://idrw.org/ukraine-war-comes-as-boon-to-indian-drone-startups/,"May 17, 2023"
Planned Army withdrawal from J-K shelved ‘indefinitely’,https://idrw.org/planned-army-withdrawal-from-j-k-shelved-indefinitely/,"May 17, 2023"
Leh airport Resumes operations after C-17 moved from Runway,https://idrw.org/leh-airport-resumes-operations-after-c-17-moved-from-runway/,"May 17, 2023"
Punjab: Over 15 kg drugs dropped by Pak drones recovered by BSF,https://idrw.org/punjab-over-15-kg-drugs-dropped-by-pak-drones-recovered-by-bsf/,"May 17, 2023"
"Bangladesh can play bridging role in Indo-China ties, Prof Bajpai says",https://idrw.org/bangladesh-can-play-bridging-role-in-indo-china-ties-prof-bajpai-says/,"May 17, 2023"
"CBI Arrests Journalist Vivek Raghuvanshi, Ex-Navy Officer In DRDO Spying Case",https://idrw.org/cbi-arrests-journalist-vivek-raghuvanshi-ex-navy-officer-in-drdo-spying-case/,"May 17, 2023"
Quad meeting in Sydney not to go ahead after Joe Biden cancels Australia visit,https://idrw.org/quad-meeting-in-sydney-not-to-go-ahead-after-joe-biden-cancels-australia-visit/,"May 17, 2023"
ABDF officer gets scholarship to study with Indian Navy,https://idrw.org/abdf-officer-gets-scholarship-to-study-with-indian-navy/,"May 17, 2023"
India embodying dreams of the world today: US Ambassador Eric Garcetti in Gujarat,https://idrw.org/india-embodying-dreams-of-the-world-today-us-ambassador-eric-garcetti-in-gujarat/,"May 17, 2023"
Anti-Terror Agency Raids Over 100 Places Across 6 States,https://idrw.org/anti-terror-agency-raids-over-100-places-across-6-states/,"May 17, 2023"
Announcement of rail connectivity for J-K’s Uri brings cheers to locals,https://idrw.org/announcement-of-rail-connectivity-for-j-ks-uri-brings-cheers-to-locals/,"May 17, 2023"
Indian leadership goes above and beyond call of duty to protect its citizens in need,https://idrw.org/indian-leadership-goes-above-and-beyond-call-of-duty-to-protect-its-citizens-in-need/,"May 17, 2023"
Indian Naval Ship Batti Malv arrives at Sri Lanka’s port of Trincomalee on official visit,https://idrw.org/indian-naval-ship-batti-malv-arrives-at-sri-lankas-port-of-trincomalee-on-official-visit/,"May 17, 2023"
"As G20 Meetings Begin, Drones, Balloons Banned In Mumbai",https://idrw.org/as-g20-meetings-begin-drones-balloons-banned-in-mumbai/,"May 17, 2023"
F414: ToT Crucial for Lower Operating Cost for Tejas Mk2 fleet,https://idrw.org/f414-tot-crucial-for-lower-operating-cost-for-tejas-mk2-fleet/,"May 17, 2023"
ATAGS: Indian Army will be getting 75 guns per Year,https://idrw.org/atags-indian-army-will-be-getting-75-guns-per-year/,"May 17, 2023"
HAL to get ToT for the new engine for IMRH Program,https://idrw.org/hal-to-get-tot-for-the-new-engine-for-imrh-program/,"May 17, 2023"
Harness Data Analytics To Bump Up Logistics Capabilities: Air Force Chief,https://idrw.org/harness-data-analytics-to-bump-up-logistics-capabilities-air-force-chief/,"May 17, 2023"
“Flawed”: Centre Rejects US Report Criticising India On Religious Freedom,https://idrw.org/flawed-centre-rejects-us-report-criticising-india-on-religious-freedom/,"May 17, 2023"
EU urged to crack down on imports of Indian fuels made with Russian oil,https://idrw.org/eu-urged-to-crack-down-on-imports-of-indian-fuels-made-with-russian-oil/,"May 17, 2023"
S Jaishankar’s Reply To EU On Action Against India For Buying Russian Oil,https://idrw.org/s-jaishankars-reply-to-eu-on-action-against-india-for-buying-russian-oil/,"May 17, 2023"
Fijian Leader Apologizes for 1987 Military Coup Ahead of Summit with PM Modi,https://idrw.org/fijian-leader-apologizes-for-1987-military-coup-ahead-of-summit-with-pm-modi/,"May 17, 2023"
Russia ‘destroys US-built Patriot air defense system’ in Kiev,https://idrw.org/russia-destroys-us-built-patriot-air-defense-system-in-kiev/,"May 17, 2023"
Jaishankar calls India-EU Trade and Technology Council meeting “significant milestone”,https://idrw.org/jaishankar-calls-india-eu-trade-and-technology-council-meeting-significant-milestone/,"May 17, 2023"
CDS Chauhan brainstorms with Quad military chiefs on strategy to counter China ahead of Leaders’ Su,https://idrw.org/cds-chauhan-brainstorms-with-quad-military-chiefs-on-strategy-to-counter-china-ahead-of-leaders-su/,"May 17, 2023"
“Have legitimacy to serve…looking forward to India’s response”: Afghan Envoy on appointment of Charge d’Affaires by Taliban,https://idrw.org/have-legitimacy-to-servelooking-forward-to-indias-response-afghan-envoy-on-appointment-of-charge-daffaires-by-taliban/,"May 17, 2023"
"India, China hold Major General-level talks in sensitive Daulat Beg Oldie sector",https://idrw.org/india-china-hold-major-general-level-talks-in-sensitive-daulat-beg-oldie-sector/,"May 17, 2023"
"India, EU to coordinate within Global Partnership on Artificial Intelligence",https://idrw.org/india-eu-to-coordinate-within-global-partnership-on-artificial-intelligence/,"May 17, 2023"
Two Hizbul terrorists who executed former Mirwaiz in 1990 arrested,https://idrw.org/two-hizbul-terrorists-who-executed-former-mirwaiz-in-1990-arrested/,"May 17, 2023"
"India’s Interest in Russian Tu-160 Bomber Aircraft Quashed, Focus Remains on Multi-Role Fighters",https://idrw.org/indias-interest-in-russian-tu-160-bomber-aircraft-quashed-focus-remains-on-multi-role-fighters/,"May 16, 2023"
China working towards a Permanent Presence in Indian Ocean,https://idrw.org/china-working-towards-a-permanent-presence-in-indian-ocean/,"May 16, 2023"
India and Indonesia to Forge Air Force Bilateral Agreement to Strengthen Defence Cooperation,https://idrw.org/india-and-indonesia-to-forge-air-force-bilateral-agreement-to-strengthen-defence-cooperation/,"May 16, 2023"
"Ukraine Engages Russian Missiles with Patriot PAC-3, Sparks Online Debate",https://idrw.org/ukraine-engages-russian-missiles-with-patriot-pac-3-sparks-online-debate/,"May 16, 2023"
"“Baseless, Unwarranted Allegations”: India Slams UN Objection To G20 Summit In J&K",https://idrw.org/baseless-unwarranted-allegations-india-slams-un-objection-to-g20-summit-in-jk/,"May 16, 2023"
Kant calls for unfettered access to US nuclear technology to build small modular reactors,https://idrw.org/kant-calls-for-unfettered-access-to-us-nuclear-technology-to-build-small-modular-reactors/,"May 16, 2023"
CBI books freelance journalist for sharing information with Pakistan,https://idrw.org/cbi-books-freelance-journalist-for-sharing-information-with-pakistan/,"May 16, 2023"
Defence Ministry’s iDEX achieves another milestone with signing of its 250th contract,https://idrw.org/defence-ministrys-idex-achieves-another-milestone-with-signing-of-its-250th-contract/,"May 16, 2023"
Russia and India reviving rupee settlements in trade,https://idrw.org/russia-and-india-reviving-rupee-settlements-in-trade/,"May 16, 2023"
"IAF’s C-17 Breakdowns on Runway, Flights Cancelled in LEH",https://idrw.org/iafs-c-17-breakdowns-on-runway-flights-cancelled-in-leh/,"May 16, 2023"
Security Along Jammu-Srinagar National Highway Reviewed Ahead of G20 Meet in J-K,https://idrw.org/security-along-jammu-srinagar-national-highway-reviewed-ahead-of-g20-meet-in-j-k/,"May 16, 2023"
Now LoC town in Kashmir being linked to Kanyakumari by train via Delhi,https://idrw.org/now-loc-town-in-kashmir-being-linked-to-kanyakumari-by-train-via-delhi/,"May 16, 2023"
"INS Delhi, Satpura depart Sihanoukville, Cambodia",https://idrw.org/ins-delhi-satpura-depart-sihanoukville-cambodia/,"May 16, 2023"
Suffering experienced by Palestinians one of greatest injustices in modern times: Palestinian envoy,https://idrw.org/suffering-experienced-by-palestinians-one-of-greatest-injustices-in-modern-times-palestinian-envoy/,"May 16, 2023"
"Balakot, Pulwama included in LU’s defence studies",https://idrw.org/balakot-pulwama-included-in-lus-defence-studies/,"May 16, 2023"
India’s HALE UAV might be rolled out in 2025,https://idrw.org/indias-hale-uav-might-be-rolled-out-in-2025/,"May 16, 2023"
Indian Navy looking at Dry-Kaveri powered UCAV for Aircraft Carriers,https://idrw.org/indian-navy-looking-at-dry-kaveri-powered-ucav-for-aircraft-carriers/,"May 16, 2023"
Private Sector to be Involved in Developing Surveillance and Target Acquisition RPAS Drones for Indian Army,https://idrw.org/private-sector-to-be-involved-in-developing-surveillance-and-target-acquisition-rpas-drones-for-indian-army/,"May 16, 2023"
"Japanese PM Kishida to take PM Modi, other leaders to Hiroshima Peace Memorial Museum",https://idrw.org/japanese-pm-kishida-to-take-pm-modi-other-leaders-to-hiroshima-peace-memorial-museum/,"May 16, 2023"
"Biden, India’s Modi out to deepen their bonds, but geopolitical friendships have their limits",https://idrw.org/biden-indias-modi-out-to-deepen-their-bonds-but-geopolitical-friendships-have-their-limits/,"May 16, 2023"
"Far too many countries including Russia, India, China and Saudi Arabia continue to target faith community members: US official",https://idrw.org/far-too-many-countries-including-russia-india-china-and-saudi-arabia-continue-to-target-faith-community-members-us-official/,"May 16, 2023"
Australia to donate Beechcraft KA350 plane to Sri Lanka upon India’s request,https://idrw.org/australia-to-donate-beechcraft-ka350-plane-to-sri-lanka-upon-indias-request/,"May 16, 2023"
"“Our partnership with India is one of most consequential relations,” US Dept of State on PM Modi’s upcoming visit",https://idrw.org/our-partnership-with-india-is-one-of-most-consequential-relations-us-dept-of-state-on-pm-modis-upcoming-visit/,"May 16, 2023"
DRDO Espionage Case: ATS Informs Pune Court of Pakistan Operative’s Contact with Top Scientist and IAF Personnel,https://idrw.org/drdo-espionage-case-ats-informs-pune-court-of-pakistan-operatives-contact-with-top-scientist-and-iaf-personnel/,"May 16, 2023"
Indian Army Launches “Together for Peace in Manipur” Initiative to Ensure Safety and Unity,https://idrw.org/indian-army-launches-together-for-peace-in-manipur-initiative-to-ensure-safety-and-unity/,"May 16, 2023"
Terrorists using phones without SIMs to remain out of Radar in Kashmir,https://idrw.org/terrorists-using-phones-without-sims-to-remain-out-of-radar-in-kashmir/,"May 16, 2023"
"HuT suspects were involved in love jihad, religious conversion: MP home minister",https://idrw.org/hut-suspects-were-involved-in-love-jihad-religious-conversion-mp-home-minister/,"May 16, 2023"
Partition Museum In Delhi’s Dara Shikoh Library To Open On Thursday,https://idrw.org/partition-museum-in-delhis-dara-shikoh-library-to-open-on-thursday/,"May 16, 2023"
Suspected woman intruder shot dead near LoC in J-K,https://idrw.org/suspected-woman-intruder-shot-dead-near-loc-in-j-k/,"May 16, 2023"
Air Marshal Ashutosh Dixit Takes Over As Deputy Chief Of Air Staff,https://idrw.org/air-marshal-ashutosh-dixit-takes-over-as-deputy-chief-of-air-staff/,"May 16, 2023"
"Need to promote innovations useful for defence, civil sectors: Rajnath Singh",https://idrw.org/need-to-promote-innovations-useful-for-defence-civil-sectors-rajnath-singh/,"May 15, 2023"
Escalating Cross-Border Threats: Pakistan’s Strategy Includes Increased Terror Launch Pads near LoC,https://idrw.org/escalating-cross-border-threats-pakistans-strategy-includes-increased-terror-launch-pads-near-loc/,"May 15, 2023"
"India, Russia settling some non-oil trade in rupees: Top UCO Bank official",https://idrw.org/india-russia-settling-some-non-oil-trade-in-rupees-top-uco-bank-official/,"May 15, 2023"
Constitution Meant For Article 370 To Be ‘Temporary’ Provision: Amit Shah,https://idrw.org/constitution-meant-for-article-370-to-be-temporary-provision-amit-shah/,"May 15, 2023"
"Russia Hits Immobile And Predictable M-777, AHS Krab, And M-109 Howitzers Hard",https://idrw.org/russia-hits-immobile-and-predictable-m-777-ahs-krab-and-m-109-howitzers-hard/,"May 15, 2023"
"Ukrainian-made Oplot tanks to be ordered for the Armed Forces, says Reznikov",https://idrw.org/ukrainian-made-oplot-tanks-to-be-ordered-for-the-armed-forces-says-reznikov/,"May 15, 2023"
Afghan Embassy In Delhi Rejects Claim Of Change In Leadership,https://idrw.org/afghan-embassy-in-delhi-rejects-claim-of-change-in-leadership/,"May 15, 2023"
"Beneficiaries of old UN system oppose its reform, says EAM Jaishankar",https://idrw.org/beneficiaries-of-old-un-system-oppose-its-reform-says-eam-jaishankar/,"May 15, 2023"
India-U.S. relations based on common desires of peaceful and prosperous Indo-Pacific region: U.S. Ambassador Garcetti,https://idrw.org/india-u-s-relations-based-on-common-desires-of-peaceful-and-prosperous-indo-pacific-region-u-s-ambassador-garcetti/,"May 15, 2023"
Defence Minister Rajnath Singh says talks with Pakistan will not happen if it continues to support terrorism,https://idrw.org/defence-minister-rajnath-singh-says-talks-with-pakistan-will-not-happen-if-it-continues-to-support-terrorism/,"May 15, 2023"
Army Chief Gen Manoj Pande leaves for Egypt,https://idrw.org/army-chief-gen-manoj-pande-leaves-for-egypt/,"May 15, 2023"
5-member Maoist group spotted in Kannur forest areas,https://idrw.org/5-member-maoist-group-spotted-in-kannur-forest-areas/,"May 15, 2023"
"Drugs Seized In Indian Ocean Worth ? 25,000 Crore, “Largest In Value”",https://idrw.org/drugs-seized-in-indian-ocean-worth-%e2%82%b9-25000-crore-largest-in-value/,"May 15, 2023"
Terror Funding Case: Anti Terror Agency Conducts Searches In Kashmir,https://idrw.org/terror-funding-case-anti-terror-agency-conducts-searches-in-kashmir/,"May 15, 2023"
Intruder apprehended on LoC in J&K’s Rajouri,https://idrw.org/intruder-apprehended-on-loc-in-jks-rajouri/,"May 15, 2023"
AMCA: Engine deal will also see India getting HAETF and FTB facilities,https://idrw.org/amca-engine-deal-will-also-see-india-getting-haetf-and-ftb-facilities/,"May 15, 2023"
F414: How level of ToT Clause in the original deal varied for the Tejas Mk2 program,https://idrw.org/f414-how-level-of-tot-clause-in-the-original-deal-varied-for-the-tejas-mk2-program/,"May 15, 2023"
80 Odd Mig-21 wait for IAF’s Call to live beyond 2025,https://idrw.org/80-odd-mig-21-wait-for-iafs-call-to-live-beyond-2025/,"May 15, 2023"
ADRDE delivers Parachutes for Gaganyaan crew module,https://idrw.org/adrde-delivers-parachutes-for-gaganyaan-crew-module/,"May 15, 2023"
